result,評価項目,評価表現,評判情報
"",画質,は思います,画質は、必ず満足できると思います。
"",画質,はないです,画質は申し分ないです。
"",画質,をして,画質を犠牲にして便利なものをというのであれば良いかと思いますが、だとしたらこんなに重くて高いものをというのもまた事実。
"",画質,は良いと,あまり偉そうな事は言えないのですが、開放付近でも画質は良いと思っています。
"",画質,は抜群です,さすがに大きく重いですが、画質は抜群です。
"",画質,もなく,画質もケチの付けようがなく、自分のような素人でも、空気の透明感までもが伝わってくるような写真が撮れます。
"",画質,はあり,画質は夜ということもありかなり荒いですがそれでも動画としてはいいほうです。
"",画質,は満足しています,コンデジとしては、画質は満足しています。
"",画質,が良いです,でもこのレンズは開放からとても安定した写りをし、絞り込んでも他のレンズよりもはるかに画質が良いです。
"",画質,がいいです,特に広角側はこちらが画質がいいです。
"",画質,はいいです,ビクターのスタンダードのビデオカメラから今回ハイビジョンに変えましたが画質は非常にいいです。
"",画質,も良いと,大手量販店の店員(3人)が断然HC7よりバッテリーの持ちも画質もCANONの方が良いと勧められたので、デザインが個人的にダサすぎると思いながらもこちらを購入しました。
"",画質,は感じです,ビデオカメラの画質は、さすがキャノンといった感じです。
"",画質,は文句なしです,画質が全てだと思ってる私にすれば、実質8万前後でこの画質は文句なしです。
"",画質,はありますが,画質は、今となっては画素数に不満がありますが、A3ぐらいまでなら問題ないと思いますし、スポーツ、報道、動物写真などであればこれでいいのかもしれません。
"",画質,はしますが,画質は今まで使用していたTAMRON17-35mmF2.8-4SPAFA05と比べると若干シャキっとした感じ(広角端)がしますが、色味も含め私の目では違いがよくわかりませんでした。
"",画質,はします,他のメーカーのコンパクトカメラの画質は不自然なコントラストやシャープがかかりすぎたり、色かぶりが多く、素人の私でも「加工されすぎた高画質」のような気がします。
"",画質,が良い,900ISと比べて良い点は、アップの時の画質が良いこと。
"",画質,は満足です,画質は、ノイズが出にくく、オートフォーカスも速くて満足です。
"",画質,は文句なし,画質はDIGIC竇「で文句なし。
"",画質,は十分です,しかし、画質は十分です。
"",画質,はありますが,画質は多数書き込みありますが、確かに若干F40fdに分があるように思います。
"",画質,は最高です,でも、使い方や、画質は、最高です。
"",画質,も良く,サブ機のつもりで購入したのですが、予想以上に画質も良く、操作性も良いので今のところ使用比率は半々といったところです。
"",画質,はありますが,画質は好き嫌いがありますが同等かな(ちょっぴりリコーびいきではありますが)G7からの買い増しで購入液晶画面の発色の違いに始まり、似て異なる機種だと感じます。
"",画質,はいいと,40Dや5Dの方が使いやすかったりして・・・でも画質はなかなかいいと思います。
"",画質,に満足しています,質感や操作性も良く、なにより思った以上の画質に大変満足しています。
"",画質,には満足しています,でも、この外見と画質にはとても満足しています。
"",画質,も良く,一眼と比べても十分画質も良く、特にWBは優秀。
"",画質,は良いと,レンズの善し悪しで違ってくると思いますが、画質は良いと思います。
"",画質,は良いですが,画質はかなり良いですが発色がやや派手めですね、好みの分かれる所ですがもう少し抑えて欲しいですね。
"",画質,は十分です,820万画素と少しスペック的には見劣りするようになりましたが、画質は必要十分です。
"",画質,はありません,画質は、800万画素というサイズが、大きすぎもせず、小さすぎずもせず、扱いやすいので不満はありません。
"",画質,が良い,個人的にはほぼ同画素のDNよりも、画質が良い感じを受けます。
"",画質,が良い,感度を上げてもノイズが少なく、画質が良いためA4サイズ程度ならトリミングしても綺麗な写真が撮れる。
"",画質,はします,画質は、色の再現を忠実に行っている気がします。
"",画質,がいい,私はCanon10Dを使用ですが、古い機種なのでワイドよりテレの方が画質がいい(AF精度のせい!?)です。
"",画質,にある,その反面、写真が趣味であったり、画質にこだわりのある方などにとっては、いずれ大なり小なり不満が出て来るとも思われます。
"",画質,は感じません,画質は100-400ISと比べても遜色感じません。
"",画質,も良いと,ISの効果は絶大で、画質も良いと思えるので、撮影位置を考えればそれほどAF速度に頼らずいけると思います。
"",画質,は満足しています,購入して5ヶ月ですが、画質は満足しています。
"",画質,が良く,画質が良く、みんな大喜び。
"",画質,が良いと,細かい不満を言えばズームスピードが遅い、望遠時F値が極端に落ちる、標準設定の「オートシャッター」、電子式手振れ補正を入れれば画像がくすむ、AV入出力とヘッドホンがメニュー切り替えなど、多々あるんですが、ここまで画質が良いとそんなこと帳消しにして余りあります。
"",画質,は思います,画質はやはりPSS45やIXY400がCCDの大きさを感じるできばえだったように思います。
"",画質,は良く,画質はとても良く、私は緑と黄色が鮮やかに感じます。
"",画質,は思います,(つたない評価・感想で済みません)画質はだいぶん良いように思います。
"",画質,は思います,画質はさすが定評のあるマクロだなと思います。
"",画質,にあります,・やはりコンデジとデジ一眼では画質に大差があります。
"",画質,はありません,画質は、現在使用している40Dと比べても大差ありません。
"",画質,もありません,画質も30Dと遜色ありません。
"",画質,も良く,古いからどうかなと思ったら、意外と画質も良く、ISO800のときのノイズが少なく気に入りました!!
"",画質,が良い,A1を購入するまでのつなぎとするつもりでしたが、画質が良いものですからA1の購入が遅れてしまうかもしれないですね。
"",画質,がいい,クチコミやレビューでの情報で、音質やバッテリーに評価が低いのは知っていましたが、それでも今現在コンパクトで画質がいいビデオカメラはHV-10でした。
"",画質,は良いと,画質は良いと思います。
"",画質,はしました,画質は、店頭デモでHC3と比較したところ、やっぱり明らかな違いが見られたのでHV10にしました。
"",画質,もいいです,購入動機となったホームページに使う切り出しの画質もとてもいいです。
"",画質,が良いので,結局、ワイコン、バッテリパックを付け、コンパクトさが損なわれてしまいますが、画質が良いので、HC-1よりこちらを持ち歩く事が多くなりました。
"",画質,はよく,この機種は口コミでも画質は評判がよく、確かに綺麗です。
"",画質,が良く,といっても、画質が良く、コストパフォーマンスは抜群でこの価格でこの性能は満足です。
"",画質,は良いのですが,画質は当然良いのですが、連写、暗め標準明るめの3連写など多彩な撮影機能があり最近は静止画撮影に凝っています。
"",画質,はありません,仕事で使用する事のあるSONY業務用カメラHVR-Z1Jと比較しても画質は遜色ありません。
"",画質,が良い,画質が良いことはもちろんですが、シャッタースピードをマニュアル設定できる事が決め手でした。
"",画質,が良い,画質が良い。
"",画質,はいいです,1/1.8CCDで画質はいいです。
"",画質,もよく,画質もよく、きれいに撮影できます。
"",画質,もいいので,画質もいいので買って正解でした!
"",画質,は感じます,画質は、フジは硬めで私の好みに近く、IXYは軟調で人物撮影には向いているように感じます。
"",画質,はよいです,画質は本当にくっきり、鮮やか、よいです。
"",画質,も良い,他に関しては容量を食うHDよりもSDの方が画質も良く写真をメイン、サブにムービーとして使うコンデジとしては使い勝手がとても良い。
"",画質,が気に入りました,専門的なことは分かりませんが、写真もビデオも画質が非常に綺麗で気に入りました。
"",画質,も思います,画質もこのクラスでは満足のいくレベルだと思います。
"",画質,は満足です,画質は動画も静止画も期待通りで、満足です。
"",画質,は良いです,静止画の画質は、コンパクトデジカメとしては十分良いです。
"",画質,が良い,◎2．静止画・720p動画共に画質が良い
"",画質,もいいです,画質も、Xactiとは比較にならないくらいいいです。
"",画質,も思います,画質もこのクラスとしては、とてもきれいだと思います。
"",画質,も思います,コンパクトで使い易く、画質もそれなりだと思います。
"",画質,はものです,画質は、私には十分満足できるものです。
"",画質,はします,単焦点レンズから出る画質は明らかにKDNよりも1ランク上がった気がします。
"",画質,には満足しています,所有レンズでの画質には満足しています。
"",画質,も満足しています,画質も今のところ満足しています。
"",画質,も満足しています,それほど手の大きくない私にとってもKDXはやや小さかったのですが、40Dでは片手でしっかりホールドでき、画質もよく非常に満足しています。
"",画質,はいいですね,画質はいいですね。
"",画質,は良いです,画質は非常に良いです。
"",画質,になる,ただし、オート任せにしていると、下級機に劣る画質になる場合があります。
"",画質,になります,例えるなら、どんなレンズでもLレンズのような抜けの良いクリアな画質になります。
"",画質,は文句なし,今まで使っていたビクターのGR−DVA22Kが壊れたための買い替えでしたが、画質は屋外は文句なし。
"",画質,はありませんが,明るいときの画質は文句ありませんが暗いところでの画質が、前のカメラ・パナソニック比べるとちょっと弱い感じがします。
"",画質,がします,明るいときの画質は文句ありませんが暗いところでの画質が、前のカメラ・パナソニック比べるとちょっと弱い感じがします。
"",画質,がよい,・コンデジとしては画質がよい厳密にはP5100には負けると思いますがL判印刷なのでこのレベルなら差が出ないとの判断です。
"",画質,は満足しています,画質は非常にきめ細かく、37インチTVに写してもとても綺麗で満足しています。
"",画質,は文句なしです,画質は文句なしです、夜間撮影においても不満無し!!。
"",画質,は文句なし,画質は文句なし。
"",画質,も良い,持ちやすく軽く画質もそこそこ良い。
"",画質,は良い,画質は自然な色合いで解像度が高くとても良い。
"",画質,がいいと,デザインや質感はそこそこですが、まず画質がいいと思います。
"",画質,はものです,画質は吸い付くような肌理の細かさで、優しく柔らかいものです。
"",画質,が良いです,色乗り、解像度が高く、単焦点並であり非常に画質が良いです。
"",画質,も良い,このように画質も良い上に、心地よい撮影環境までも作り出してくれます。
"",画質,もなく,画質も申し分なく、2．8Lの画質は中間域が良いのに比べ、これはテレ端がとてもシャープに感じます。
"",画質,は感じます,画質も申し分なく、2．8Lの画質は中間域が良いのに比べ、これはテレ端がとてもシャープに感じます。
"",画質,も良く,所詮縦型と侮っていたのもありますが、以前の機種より画質も格段に良く、軽いので妻も撮影をいやがりません。
"",画質,は文句なしです,購入時に重視した携帯性、画質は文句なしです。
"",画質,はありません,絞ればきりっとしてくる画質は文句のつけようがありません。
"",画質,も良く,開放から画質も良く、F4通しはまずまずの明るさ。
"",画質,も含めて,個人的には画質も含めてお気に「追加」のレンズです♪
"",画質,は良いです,画質はなかなか良いです。
"",画質,も満足しています,画質も大変に満足しています。
"",画質,にあります,ニコンD40との比較では、発色や画質に大きな違いがあります。
"",画質,も良いと,携帯性が良く、画質も良いと思います。
"",画質,も良いですし,・軽量ボディで天秤ブレが発生しにくいISO200以下でしたら画質も良いですし、バッファーも10コマでAFも上位機種と同等なので価格を考えると恐ろしいボディと思います。
"",画質,はいいと,画質は初代でもとてもいいと思っていました。
"",画質,は満足です,屋外、室内とも画質は満足です。
"",画質,は良好です,また，パナFX01と比べると発色はすなおでノイズも少なく画質は良好です．
"",画質,も良いです,また、液晶モニター・パソコンに取り込んだ画像の画質も、とても良いです。
"",画質,が良い,期待していなかったのに、画質が良いことが、嬉しい誤算です。
"",画質,が良いのか,1/2.5型なのにどうして画質が良いのか考えてみたら、やはりレンズ性能にあるようです。
"",画質,が劣る,まず画質についてですが、S3ISと比べてCCDが画素数だけ上がってサイズが変わらなかったので、ノイズなどで画質が劣ってないか心配しましたがやはり影響は出ているようで、ネット上のレビューの画像を見比べたところでは、DIGIC竇「が頑張っているものの条件によってはS3ISより画質が劣る部分があると思います。
"",画質,が良い,それでもそれは元々画質が結構良いS3ISと比べた場合の話で、S5ISで撮った写真は常用範囲で撮った写真であれば、A4サイズまでは引き伸ばして見ても多分問題ないと思います。
"",画質,も良く,レスポンスが非常に良くパチパチ撮れ、画質もそれなりに良く、望遠やバリアングルで自由な撮影ができます。
"",画質,はしますが,画質はDo無よりいいような気もしますが、色の乗り方がよい。
"",画質,は良いですね,画素数の割りに、画質は良いですね。
"",画質,は感じです,画質はやはりISO800ではやはり粗い感じです。
"",画質,はよい,画質はめりはりがある写真はフアインダーで見た目どおりの写り一眼を思わせるような仕上がりこのクラスのコンデジとしては非常によい。
"",画質,が良いと,他のメーカーより画質が良いと言われるが何故なのか知りたくなっての購入動機でした。
"",画質,も良くて,次のモデルでは、何とかして欲しいところですねフィルムの一眼レフから買い換えたのですが、カメラの大きさもコンパクトで重さも軽くて画質も良くて非常に満足です。
"",画質,はありません,画質は文句ありません。
"",画質,はありますが,画質は開放から凄くシャープで値段だけのことはありますが300F4LISと画質を比較すると4倍近い差はありません。
"",画質,は最高です,重くて、大きいですが画質は、最高です。
"",画質,も良いし,画質も良いしバッテリーもズームが無いからか思ったより持つしレスポンスもそれほど気にならないレベル
"",画質,もいい,画質もシャープで色味も好きな色でいい感じです手振れ補正は付いていませんが、高感度ノイズも我慢できるレベルですし総合的に満足しています機能ではフォーカスチェッカーが便利だと感じましたピントの合った部分が拡大され、撮影終了後瞬時にブレを確認できるのが便利です___母用に購入しました。
"",画質,もよく,画質もよく、操作も簡単で満足しています。
"",画質,は文句なし,画質は文句なし。
"",画質,があります,特に、暗所でも十分な画質があります。
"",画質,には満足しています,開放からシャープな画像であり、画質には大変満足しています。
"",画質,は十分です,画質は800万画素で私は十分です。
"",画質,はいいです,屋外での画質はとてもいいです。
"",画質,が良いので,まあ画質が良いので辛抱して満足度3です。
"",画質,は素晴らしいです,画質は素晴らしいです。
"",画質,が違います,携帯のカメラも同じ画素数ですが画質が全く違います。
"",画質,が悪いという,決して画質がすごく悪いという訳では無く800万画素という数字に対しての期待外れ感と言った方が良いかもしれません。
"",画質,が良いと,画質が良いと評価してる人もいるので、初期不良かもしれないが。
"",画質,は悪いです,画質はかなり悪いです。
"",画質,も良く,画質も良く、普通サイズの写真にしたりする分にはまったくノイズなど気になりません。
"",画質,もよく,画質もよく、通常使う分には不自由は感じません。
"",画質,もいいですし,画質もいいですし、高感度のノイズもコンデジでは一番少なく、室内ノーフラシュ撮影を多用する人には一押しです。
"",画質,が良い,・動画が暗所に強く、ファイルサイズは小さいにも関わらず___画質が良い。
"",画質,は感じます,ただ画質は、室内でオートで撮るとA640やP3の方が少し良いように感じます。
"",画質,という点では,単純な画質という点では、ずば抜けていい機種ではないと思います。
"",画質,が良い,○高感度の画質がコンデジの中では最高に良い。
"",画質,が良いと,残念(__)本当に画質が良いと思います。
"",画質,はものです,画質は十分満足できるものです。
"",画質,には満足しています,最近、中古で購入し画質には満足しています。
"",画質,が悪いです,発売当初に買ったのですが、画質が余りにも悪いです。
"",画質,にある,フィルムなので、現像等にコストがかかりますが、室内スナップ、少々暗めの場面での撮影で、コンデジの画質に不満がある方は使ってみてもいいかと。
"",画質,は満足しています,画質はかなり満足しています。
"",画質,もいいです,感度をあげると画質もなかなかいいです。
"",画質,は満足しています,画質は満足しています。
"",画質,は思いますが,画質はやっぱり31fdに高感度で分があるように思いますが、実用レベルでの問題はありませんね。
"",画質,も良く,思った以上に画質も良く、夜景モードでライトアップされてる建物等を撮ったときは三脚を使わなくてもかなりきれいに撮ることができました。
"",画質,も満足しています,画質もかなり満足しています。
"",画質,はありますが,画質は室内では少しノイズが気になる点もありますが、外では、まず良いのではないかと思います。
"",画質,で満足しています,コンデジに期待していた以上の画質で満足しています。
"",画質,は素晴らしいです,デザイン、携帯性、液晶はあまり評価できませんが画質は今でも素晴らしいです。
"",画質,には満足しています,建物室内の写真を撮るため広角28ミリが必須条件だったことと暗所に強いという評判から迷わず本機を購入したのですが、画質には大変満足しています。
"",画質,が良いという,一眼は重いし、コンパクトは軽すぎてカメラと思えないので、その間の感覚が得られるものをと思い、迷いましたが、画質が良いという点と単三電池が使用できるという選択肢でS6000fdを選びました。
"",画質,で満足しています,想像以上の機能や画質で満足しています。
"",画質,も良く,コンデジとしては高感度の画質も良く、発表会や室内での望遠が必要なシチュエーションでもばっちりです。
"",画質,も良好です,もちろん画質も良好です。
"",画質,はないと,が、ピントはカメラ任せで、フレーミングを確認する分には必要充分であるのと、ピントの把握し易さはあまり変わりませんので、画質は異なるながら実用上の大差はないと思いました。
"",画質,は思います,です画質は、L判ならこのままで充分と思います
"",画質,は良く,画質は暗い所では感度が良く、ノイズもはるかに少なくて良い。
"",画質,は気に入っています,最後にS2PROも使用していますが、TIFFの画質は文句なしで気に入っています。
"",画質,は良いと,連写性能はいまいちですが、画質は良いと思います。
"",画質,はものです,画質はさすがフイルムメーカー、生粋のカメラメーカーを相手にしない優れものです。
"",画質,はありませんが,画質といっても、解像感は600万〜800万画素機と大差はないので、この意味での画質は良くありませんが、発色とダイナミックレンジという意味での画質においては、現在最強のカメラと言って良く、この色と階調性の圧倒的な表現力に気づいてしまうと、他の1眼レフに戻れなくなります。
"",画質,にあります,・このカメラの存在意義はやはり画質にあります。
"",画質,が良くて,購入して、1年になりますがとても画質が良くて、暗いところ(大学の教室の中)でも、鮮明に映し出されています。
"",画質,がいいです,特に画質がいいです。
"",画質,はものです,デジ一眼のサブ機として購入しましたが、携帯性(当たり前か)と画質は非常に満足のいくものです。
"",画質,といい,暗がりでも綺麗に写るし、メリハリの効いた画質といい、スナップ写真を撮るにはもってこいのカメラだと思います。
"",画質,は良いと,ISO800までの画質はかなり良いと思います。
"",画質,は思います,画質はISO400までであればものすごく綺麗だと思います。
"",画質,がいいですね,子供がいますので室内でも頻繁に使用しますが、画質が断然いいですね。
"",画質,が良いと,ニコンS7より画質が良いと思って買い増ししました。
"",画質,もいいです,高感度の撮影はISO1600までは他社よりもあっとうするほどノイズも少なく画質もいいです。
"",画質,を考えれば,画質を考えれば文句なしです
"",画質,は素晴らしいです,画質は素晴らしいです。
"",画質,はいいと,皆さんが言われている通り、画質はいいと思います。
"",画質,は思います,画質は、玩具と考えれば、プログラムAEやホワイトバランス(オート／晴天／曇り／蛍光灯／電球切り換え)や露出補正などが操作出来るので、かなり良いと思います。
"",画質,は気に入っています,画質は味があって気に入っています。
"",画質,が良い,・光の多い場所で撮った画質が良い。
"",画質,が良いと,以前はz5fdを使用していつのですが、お店プリントを依頼した結果、L版での比較ですが50fdの方が画質が良いと思いました。
"",画質,はよいと,とは言っても、いろいろ比較した結果、F31fdやF40fdと比べなければ、他メーカより高感度時の画質はよいと思います。
"",画質,が良いと,特に、とある画質が良いとお勧めだった機種ではシャッター切った後のタイムラグが長く、コレ、シャッターチャンス逃すんじゃね?と思えるほど、イラつく物も有りました。
"",画質,は思います,画質はコンデジでこれだけのものを撮れれば十分すぎる程だと思います
"",画質,もありません,多分、自分はそんなにこだわらない方なのか、既にZ3でもその画質には十分満足していたので今回のF50fdの画質もまず不満はありません。
"",画質,はありませんが,今では型おくれのため画質はあまりよくありませんが、高画質モードで撮影しても逆にあまり大きくないのでピクセル数は少なくてもブロックノイズの発生などが抑えられるのでそれなりに綺麗に撮影できます。
"",画質,が違います,以前は、Ixy400を使用していましたが、画質が全く違います。
"",画質,はあり,画質は低感度がISO80という事もあり、驚く程綺麗な画像が撮れます。
"",画質,がなる,液晶ファインダー(EVF)の画質がかなり気になる。
"",画質,は良いと,画質はこの薄さのカメラとしては、とても良いと思います。
"",画質,については思います,画質については、普通にL判に印刷する分には問題ないように思います。
"",画質,はよい,日中屋外の画質はとてもよい。
"",画質,は気に入っています,バッテリーの持ちが悪いですが画質は気に入っています。
"",バランス,の良い,コンパクトな機体に、バランスの良い性能、動画撮りに対する認識が変わる一品です。
"",バランス,のよい,コンパクトで軽い割りには、画質(そこそこ)良し、バッテリー長持ち、操作性よし、撮影モードも多彩、動画もよしと非常にバランスのよいカメラとだと思います。
"",バランス,がありません,というのもしようレンズの口径にもよるのですが比較的大きなレンズ(手持ちのものでは77と82サイズ)だとバランスがよくありません。
"",バランス,の取れた,でもこのモデル、後処理の必要が無いくらい、バランスの取れた色のJpeg画像を出してきます。
"",バランス,の良い,"詰めの甘さは感じますが,手軽に写真を残すという程度なら全体的にバランスの良いカメラだと思います。"
"",バランス,はします,HDDモデルやDVDモデルも出ていますが、バランスは一番良い気がします。
"",バランス,を考えれば,明るさに関しても、テレ側が暗いと言われていますが、撮像素子のサイズと価格とのバランスを考えれば贅沢はいえないレベル、それにISOの懐の広さでフォローできると感じています。
"",バランス,が良く,値段と描写のバランスが良く、非常に満足度が高いです。
"",バランス,がいいです,画質的には絵づくりも含めてバランスがいいです。
"",バランス,のとれた,広角や手振れ補正はなく3倍ズームですが、高画素、デザイン、タッチパネルは秀逸でありとてもバランスのとれた機械であるので、これ以上のものは当分でないでしょう
"",バランス,も良いと,発売後1年以上たち、価格も安くなっていますし機能、速度、携帯性などのバランスも非常に良いと思います。
"",バランス,も良く,留-100に装着した感じもバランスも良く、レンズの外観もしっかりしている感じに見えますワイド端さえ気にならなければ、価格の割には良いのでは?と思います。
"",バランス,も良いです,ぼけ具合も奇麗ですし、留100に装着した際のバランスも良いです。
"",バランス,がいいです,画質は絵づくりも含めてとてもバランスがいいです。
"",バランス,を考えれば,正直、大満足とはいきませんが、価格と性能とのバランスを考えれば十分満足できると思います。
"",バランス,が良いです,肩からぶら下げているときにバランスが良いです．
"",バランス,が悪いと,重量級のレンズをつけて構えたときのバランスが、留700は悪いと感じます。
"",バランス,がいい,T10は一言で言うと、バランスがいい機種だと思います。
"",バランス,がいいと,写りは全般的にバランスがいいと言えます。
"",バランス,は悪くないと,本体とのバランスは決して悪くないと思います。
"",バランス,の良い,無理にハイビジョンにしなくてもSDでバランスの良い画像にしてくれた方がよかったです。
"",バランス,の取れた,いろいろな面を総合すれば、コンパクトデジカメやデジタルビデオカメラも含めて一番バランスの取れた機種なのではないかと思います。
"",バランス,の取れた,全体的には、バランスの取れた名機と言えるかと思います。
"",バランス,の良い,めちゃめちゃ特化した性能というのではなくバランスの良い何にでも使えるオールマイティーなデジカメで値段も安いというのはとても良いですね。
"",バランス,が悪いと,大容量のSDカードとバッテリーの持ちのバランスが悪いと思います。
"",バランス,が良いと,他の競合機種と比べて個人的に好みなのでOKレンズ開口部とボディのバランスが良いと思います。
"",バランス,も良いので,パナライカレンズは大きさの割にホールディングが良く、カメラ装着時のバランスも良いので個人的には問題にしていません。
"",バランス,の良い,そして、各メーカー望遠に特化したモデルを出していますが、FZシリーズが最もバランスの良い望遠モデルだと思います。
"",バランス,は良いです,E-1やE-3とのバランスは良いです。
"",バランス,の取れた,操作感は良いのでバランスの取れた一台だと思います。
"",バランス,の良い,全体的に非常にバランスの良い機種だと思います。
"",バランス,も満足しています,E−330や500とのバランスも良く満足しています。
"",バランス,の取れた,昨日、購入しいろいろ試し撮りを一日中していましたが全体的には非常にバランスの取れた商品で満足しています。
"",バランス,を考えれば,その他は概ね満足出来る仕上がりで値段とのバランスを考えれば十分納得できるお買い得カメラでお勧め出来ます。
"",バランス,が悪いです,画質を気にされる方はLEICADVARIO-ELMARIT14-50mmF2.8-3.5ASPHをお勧めいたしますが、フロントヘビーでとてもバランスが悪いです。
"",バランス,の取れた,全体的にコンパクトデジとしては，バランスの取れたカメラだと思う。
"",バランス,が悪いと,E-510にも食指が動きましたが，実物を見ると太くなったグリップのせいでバランスが悪いと感じました。
"",バランス,はいいですね,TCON-17を取り付けての撮影のバランスはいいですね。
"",バランス,がいいですね,素直な描写で、バランスがいいですね。
"",バランス,のとれた,竹レンズの中でもとてもバランスのとれたいいレンズだと思います。
"",バランス,の取れた,操作性も良好で総合的にみて、非常にバランスの取れた商品です。
"",バランス,は良い,かなりすっきりしていてバランスは良い。
"",バランス,が高いです,初めてのデジイチですが、機能と性能と価格のバランスが良く非常に満足度が高いです。
"",バランス,も良いので,パナライカレンズは大きさの割にホールディングが良く、カメラ装着時のバランスも良いので個人的には問題にしていません。
"",バランス,は良いです,E-1やE-3とのバランスは良いです。
"",バランス,も良いと,ニコンD70sとのバランスも結構良いと思います。
"",バランス,もいい,さすがに、キットレンズの18−70mmに比べれば大きいですがD200やD2Hsにはバランスもいい感じだと思います。
"",バランス,は良く,D200とのバランスはなかなか良く、然程重くないので携帯に便利です。
"",バランス,の良い,D2Xで使用していますが非常にバランスの良い組み合わせです。
"",バランス,は悪いです,但し、大きさ・重さはかなりのものですから、D200以上の大柄なボディでないとバランスは悪いです。
"",バランス,が高い,性能・価格・拡張性のバランスが良くコストパフォーマンスの高い商品だと思います。
"",バランス,がよい,性能(主に画質)、機能、ホールディングしやすいすぐれたデザインなど、とてもバランスがよいカメラです。
"",バランス,のとれた,一部の他社製品と違い、派手すぎることがなくバランスのとれた絵です。
"",バランス,を考えて,そして、値段とコンデジという携帯性・性能のバランスを考えてチョイスしたのがこのP5100
"",バランス,が良いです,バランスが良いです。
"",バランス,が良いです,ずば抜けてこれが凄い!と言う機種ではないのですが、逆に言うとバランスが非常に良いです。
"",バランス,が良く,デザイン・大きさ・重さのバランスが良く、「中身が詰まってる感」があります。
"",バランス,はほうだと,デカイ・重い、しかしD200とのバランスは良いほうだと感じますし、見栄えもなかなかです。
"",バランス,は良好です,D200にグリップMBD200を装着することが多いので、このレンズとのバランスは良好です。
"",バランス,が良い,ニコンの製品は、現在F3HP、EM(F3がなかなか入手出来なかったためつなぎで買う)F601QD(外観は黒いのがだんだんはげてくる)F6、コンタックスTVS竇「(世間の評価はどうあれいいカメラだと思う)コンデジニコンS700、D70s→D80→D300へ、D200→D300に下取り交換して、今はD300を二台でマグネシウム合金で少し重くなったけど、3インチの液晶の見やすさ、この重さが18〜200とか28〜120のレンズとの重さのバランスがとても良い、D200とD300の二台で行こうと思って、悩んでいたが、同じ機種のほうが使いやすくて、よかった。
"",バランス,もいいですし,お手軽レンズなどと評する方もいらっしゃるようですが、AF−SDXNIKKOR18−200VRとのバランスもD70に比べればいいですし、価格も決して安くはありませんが、価格以上の性能を有するコストパフォーマンスの非常に高いカメラだと思います。
"",バランス,が感じます,ホールド感はほぼD200と同じですが、バランスがいいように感じます。
"",バランス,が良く,全体的に見て、バランスが非常に良く、使いやすいカメラだと思います。
"",バランス,は良いようです,D80とのバランスは良いようです。
"",バランス,も良いと,強いてあげるなら・・・、もう少し大きめに、丈夫に作ってもらえると、Nikonや、FUJIFILMのカメラとのバランスも良いと思います。
"",バランス,はいいと,バランスはいいと思う。
"",バランス,がいい,基本的画質がよく、機能的にも必要な機能はほぼ備えていてバランスがいい機種だと思います。
"",バランス,が良く,確かにVS18-200のズーム倍率と手振れ補正には魅力が有りましたが常用標準レンズとして考えたときはこのレンズが大きさ的にバランスが良く、常用レンズとして最も優れていると感じました。
"",バランス,も悪くなく,D3の入荷がまだ先になりそうなので、D80で使用しましたがカメラ本体とのバランスも悪くなく、快適に撮影できました。
"",バランス,が感じます,ホールド感の面から見ても横長の方がバランスがよく感じます。
"",バランス,が良いです,全体的に見てとてもバランスが良いです、逆に悪く言ってしまえば全てにおいて中途半端。
"",バランス,の良い,私的には、まだRAW現像など、これから勉強が必要ですが、使い込みの楽しみがある非常にバランスの良いカメラだと思いました。
"",バランス,がよく,仕上がりのデータもバランスがよく、後処理も結構楽にできました。
"",バランス,も良いと,お値段とのバランスも良いと思います。
"",バランス,は良いです,デザインは、Nikonシリーズに、あっているようで、D200(S5pro)に装着したバランスは、とても良いです。
"",バランス,を考えると,デジカメも世代と共にスペックがどんどん良くなるものですが、トータルのバランスを考えると最新機種に決して引けをとらないすばらしいパフォーマンスです。
"",バランス,がいいと,ただし操作部はもう少し厚い方が左右のバランスがいいと思います。
"",バランス,が良く,大きさも、D3との使用では、バランスが良く、扱い易いです。
"",バランス,は良いです,それに、S5Pro(BGなし)に付けたときのバランスはとても良いです。
"",バランス,が良くて,ボディーとレンズのバランスが良くて、ホールドしやすく撮影が楽。
"",バランス,が悪く,私は右手が少し不自由なので感じるのかもしれませんが、シャッターを切る力とカメラをホールドする力のバランスが悪く、少し違和感を感じますが、全体的には非常に満足できるカメラです。
"",バランス,のよい,D200は重さを感じさせないバランスのよい機種だと思う。
"",バランス,もある,VR18−200mmとのバランスも良く程好い重さが安心感がある。
"",バランス,が良いので,また左右、前後の重さのバランスが良いので、手ブレしなくてすみそうです。
"",バランス,を重視して,FXフォーマット(ライカ判)にこだわって買ったわけではなく、画質(特に高感度)と速射性のバランスを重視して購入しました。
"",バランス,が良くない,また、私は手持ちでも手のひらに載せて支持する撮影スタイルのため三脚座を外すことはありませんが、2倍の純正テレコンバータは寸法が長く、バランスが良くないため装着時には三脚座を前後逆にしています。
"",バランス,を考えれば,総合的に値段と性能のバランスを考えれば、大変満足のいく一台です。
"",バランス,の取れた,TC14E竇。、TC20E竇。使用していて今回TC17E竇。を追加ですが300mmF2.8とVR70-200mmF2.8とで使ってみて画質と倍率をうまくバランスの取れたテレコンです
"",バランス,はよいです,使用カメラはD200とD2Hsなのですが、構えたバランスはやはりD2Hsがよいです。
"",バランス,のとれた,高度にバランスのとれた画質だと感じます。
