result,評価項目,評価表現,評判情報
"",満足度,は最高です,G7よりも失敗写真も量産してますが・・・___これはまだ私が広角に慣れていないせいもあると思うのでw___とにかく満足度は最高です。
"",満足度,は高いです,本機にも改善してほしい点や不満な点はここの書き込みにあるとおりたくさんありますが、これだけの機能を備えている本機には総合店で満足度は高いです。
"",満足度,はしました,ある意味、割り切りが潔いカメラだけど、もうすこし熟成されてもよいかなと思い、満足度は4にしました．
"",満足度,は高いです,満足度は高いです。
"",満足度,が高いので,もう少し、使い慣れてから評価しようと思いましたが、満足度が高いので、とりあえず評価することにしました。
"",満足度,は高く,総合的な満足度はとても高く、非常に良く出来たカメラだと思います。
"",満足度,の高い,この部分が安定すれば、非常に満足度の高い製品になります。
"",満足度,は大満足です,満足度は、もう大満足です。
"",満足度,が高いです,不断気軽に持ち歩けるデジイチとして満足度が高いです。
"",満足度,は高いです,しかし、その他の機能は、ファインダーも低価格機にしては見やすく、過去のレンズも使えたり、軽くて小さいので持ち歩きやすく、満足度は高いです。
"",満足度,は高いと,価格は安いですが、手抜きは感じられず非常に満足度は高いと思います。
"",満足度,はしました,その意味で，満足度は4にしました。
"",満足度,はしましたが,満足度は「4点」評価にしましたが限りなく5点に近い4点だと思います。
"",満足度,は高いです,何故か人気のないPENTAXのコンデジですが満足度は高いです。
"",満足度,は高いです,高額なレンズとしては、以下のような不満点もいくつかありますが、満足度は高いです。
"",満足度,は高い,K10Dとの組み合わせでは、不満はなく満足度は非常に高い。
"",満足度,はしました,私個人では、内緒で購入したので購入後の思い入れもひとしおの為満足度は満点としました
"",満足度,が高いです,中古で購入しましたが、すごく満足度が高いです。
"",満足度,は高く,それらを含めて、総合的に満足度は高く、古いレンズとあわせて永く使うカメラになりそうです。
"",満足度,は高いです,5.満足度はかなり高いです。
"",満足度,は5と,全体評価は作品目的の画質優先に置いていましたので満足度は5とさせていただきました。
"",満足度,が高い,非常に満足度が高いカメラです。
"",満足度,は高いです,地味目のレンズかもしれませんが、私の満足度は非常に高いです。
"",満足度,は高いと,色ノリもボケも本当にすばらしく、満足度は高いと思いです。
"",満足度,は高いです,満足度は高いです。
"",満足度,は高いです,画質はまずますで、コンパクトに手軽に撮れるということで購入しているので、満足度は高いです。
"",満足度,は高いと,画質が特別悪いわけではないと思うのですが、もしPCの画面上での等倍表示またはそれに近いサイズでの美しさや、A4などの大きめの用紙を使った印刷で高画質を要求するのであれば、あと1万円以上プラスしてでも他のカメラの方が画質的な満足度は高いと思います。
"",満足度,が高いです,ですが、同様の焦点距離ならFA35mmやFA50mmの方が上ですので、描写力を重視されるのであれば、こちらを選んだ方が満足度が高いです。
"",満足度,の高い,トータルバランスとして、デザインを含め非常に満足度の高いレンズです。
"",満足度,は満点です,当然満足度は満点です。
"",満足度,をしました,ただ、最初に書いたように、2線ボケになる条件が存在しているので、表現力と満足度をそれぞれ4にしました。
"",満足度,は5です,各項目では5でないものもありますが満足度は文句なしに5です。
"",満足度,は満点です,満足度は満点です。
"",満足度,は高いです,全体として満足度はとても高いです。
"",満足度,はしましたが,総合的な満足度は「5」としましたが、PENTAXの今後に期待する意味も込めて「4．5」です。
"",満足度,はものです,あまり過度な期待をしていなかったのが幸いしたのか、満足度はかなりなものです。
"",満足度,の高い,個人的な評価ですが、機能・電池の持ち・写りなど、今まで使ってきた入門向け機種に比べて、非常に満足度の高いデジカメでした。
"",満足度,は高いです,大きさ、カバーしている画角、価格、相対的に見て満足度は高いです。
"",満足度,の高い,結構良い写りで、スーパーマクロなどで花をクローズアップすると、かなり満足度の高い絵が撮れます。
"",満足度,は5と,*総合的には描写が良いので満足度は5とします。
"",満足度,は高い,自分自身、初めてのフラッグシップ機であり1Dmark竇「の時の事を思い出すと(3ヶ月待ってキャンセル)発売日に間に合った事は現時点では非常に満足度は高い。
"",満足度,は高いです,強烈なボケ味、シャープな描写力、高いコントラストなどなど含めて満足度は高いです。
"",満足度,が高いです,全般的にこの価格でこの機能と使いやすさは、素人には十分すぎるほどで、非常に満足度が高いです。
"",満足度,はしましたが,満足度は今の所3.8で、4にしましたが、慣れてくれば4.5位になると思います。
"",満足度,は5です,という事で満足度は5です。
"",満足度,が高い,画質に関しては満足度が高い反面、2年半以上前に発売された機種ということもあり、機能性には古さが目立ってきています。
"",満足度,の高い,とにかく満足度の高い写真が撮れる。
"",満足度,は高いです,フルサイズなので手持ちのレンズ資産が生かせるし高画質なので満足度は高いです。
"",満足度,は高いです,しかし静物をじっくり撮ったり、ストロボをシンクロさせての撮影など、一コマ一コマ丁寧に撮る用途などでは連射性能は関係有りませんので、自分の撮影スタイルに合えば、5Dの満足度はかなり高いです。
"",満足度,は高いです,画質と価格を比較した場合、決して損はしていないと思いますので、後の全ての項目が不満でも、全体としての満足度は十分と言えるくらい、満足度は高いです。
"",満足度,は思います,最後に値段的な要素を踏まえての全体の満足度は最高と思います
"",満足度,が高いです,大きさ、バウンズなどが主な購入理由でしたが、思っていた以上に満足度が高いです。
"",満足度,が高かった,全体として、他に使っているEF70-200mmf4LISの満足度があまりに高かったせいかどうしてもそちらと比較して厳し目の評価となりましたが、やはり純正でこの焦点距離のズームというのは魅力があります。
"",満足度,の高い,満足度の高い一本です。
"",満足度,の高い,とはいえ、3万円台前半という安さで脅威の描写力なのは疑いなく、満足度の高い買い物でありました。
"",満足度,は高いです,総合的には満足度はかなり高いです。
"",満足度,は最高です,満足度は最高です。
"",満足度,の高い,いままで、10台ほどデジカメを買ってきましたが、非常に満足度の高い商品です。
"",満足度,は5です,値段は若干高めですが、満足度は5です。
"",満足度,が高いです,超広角では画質が多少犠牲になりますけど、これだけ便利に使えてこの価格は満足度が高いです。
"",満足度,が高く,転送スピードには若干疑問が残るものの、総合的には満足度が高く、買って良かったと思っています。
"",満足度,は高いですね,満足度はとても高いですね。
"",満足度,は文句なしです,総合的な満足度は文句なしです。
"",満足度,はします,このサイズに携帯性の重さでどうのというのはあれなので無評価としましたが、肝心の表現力がどうもイマイチなので満足度は3にします。
"",満足度,をします,私が不運なだけかもしれませんが、あまりにも遭遇率が高いので満足度を4にします。
"",満足度,の高い,非常に満足度の高いレンズです。
"",満足度,は高い,テレ端周辺部の描写がイマイチだが．．．全体的な満足度は高い．
"",満足度,の高い,被写体にもよれるし、もう少し価格がこなれればと思いますが、満足度の高いレンズを買えました。
"",満足度,は高いです,とはいえこの価格でこの描写と操作感を達成しているのだから満足度は非常に高いです
"",満足度,は高いと,色ノリもボケも本当にすばらしく、満足度は高いと思いです。
"",満足度,の高い,総評・拙感不満な点もありますが、それをカバーして余りある機能と配慮が盛り込まれており、非常に満足度の高い機種です。
"",満足度,が得られる,結論としては、期待以上の満足度が得られる買い物でした。
"",満足度,は感じました,わずか4万ほどでこの性能，画質，質感，デザインの良さ…今回，私にとっては初めてのコンデジ上級機でしたが満足度はかなり高い感じました。
"",満足度,は5です,総合的には満足度は5です。
"",満足度,は高いです,愚息の子供達のママ達からの評判も上昇しました(爆)ファインダーがもう少し見易くなるといいのですが、トータルでの満足度は高いです。
"",満足度,は高いです,満足度は、とても高いです。
"",満足度,が高いです,内臓フラッシュのポップアップする蓋もマグネシウムだったら更に満足度が高いです。
"",満足度,の高い,初代KissDから乗り換えましたが、とても満足度の高いカメラだと思います。
"",満足度,の高い,空気感を感じさせるヌケの良い画を吐き出し、満足度の高いレンズです。
"",満足度,が高いと,手ぶれ補正の効果が体感できるので満足度が高いと思います。
"",満足度,は高いです,ミラーの消失時間も短いですからスポーツ撮影も気持ち良く撮影でき、満足度は高いです。
"",満足度,をしました,画質に満足しましたので、満足度を5にしました。
"",満足度,はあると,一眼を使ってる方には不満足みたいですが私みたいにコンデジからG7へという方達にはそれなりの満足度はあると思います。
"",満足度,は高いです,価格に対する満足度はかなり高いです。
"",満足度,の高い,とても満足度の高いカメラです!!
"",満足度,の高い,久々に満足度の高いレンズに出会った。
"",満足度,は高いと,前のデジカメが古かったせいか、全てにおいて満足度は高いと感じました。
"",満足度,は5です,小さな不満はありますが、満足度は5です。
"",満足度,はしました,満足度は5としました。
"",満足度,は高く,全体的な評価としては満足度は高く、この価格帯で買える機能、質感としてはコストパフォーマンス最強でしょう!
"",満足度,は高いです,1ヶ月ほど使用しての満足度は非常に高いです。
"",満足度,の高い,以上、長々と書きましたが40Dは非常に満足度の高いカメラだと思います。
"",満足度,はしました,連写性能だけに期待しておりましたが他にも中身がとても濃いと思いますので満足度は5にしました
"",満足度,はしましたが,全体の満足度は4点にしましたが、購入価格を考えれば5点かもしれません。
"",満足度,はしました,これが無いせいで満足度は-1で4にしました。
"",満足度,の高い,万人向けのモデルとは口が裂けても言えませんが、特徴をよく理解して購入するならばかなり満足度の高いモデルだと思います。
"",満足度,はしました,満足度は5としました。
"",満足度,の高い,とても満足度の高いレンズなのですが、唯一純正フードのガタツキが…なので厳しいかなとも思いましたが、満足度のみ−1点の4点とさせていただきました。
"",満足度,は満点です,8ミリビデオカメラからの乗換えということもあり、画質などの満足度は満点です。
"",満足度,は高いです,ただ、デジタルEOSで利用を考えてる方は、出来れば頑張って430EXにした方が、機能的にもチャージ速度的にも満足度は高いです。
"",満足度,は高いです,コストパフォーマンスを考えると，満足度は非常に高いです。
"",満足度,の高い,17-40F4の出番が無くなってしまいました・・・・価格が高くても、それだけ満足度の高いレンズだと思います。
"",満足度,をしました,でもこの機能には変えられないので満足度を5にしました。
"",満足度,が高いです,またAF精度、IS(手ぶれ補正)、解像度、色どれをとっても満足度が高いです。
"",満足度,は5と,まあ、単焦点の50mmで高速で動く物を私は被写体としないので、満足度は5とします。
"",満足度,は高いです,写りも良く、「レンズを付けて操作している」という感覚が強く感じられて、満足度はかなり高いです。
"",満足度,が高く,総合的に満足度が高く、良い買い物でした。
"",満足度,は高いです,画質のよさで満足度は高いです。
"",満足度,も高い,と、スペック的にはかなり満足度も高いはず・・・だったのですが、撮るシチュエーションによっては周辺部でかなりの色収差が出るなど、描写にかなりの不満が・・・。
"",満足度,の高い,お気軽レンズとして購入しましたが、思っていた以上に写りも良く、特に明るさを求めなければ、満足度の高いレンズだと思いました。
"",満足度,は満点です,小ささや軽さ、また値段も立派な性能なので、満足度は満点です。
"",満足度,が高いです,何より値段が安く満足度が高いです。
"",満足度,は高いです,総合的には満足度は高いです。
"",満足度,は高い,チープなので持ってあるいていると恥ずかしいけど、撮れる写真は見事なので満足度は高い。
"",満足度,は高いと,・上位に当たる17−70mmの方が価格差の分、トータルな満足度は高いと思います。
"",満足度,は満点です,嫁さんからプレゼントしてもらったレンズなので、満足度は満点です。
"",満足度,は高いです,機能や液晶、携帯性を考えても満足度は高いです。
"",満足度,は高いと,価格的にも満足度は高いと思います。
"",満足度,をしたのは,満足度を5にしたのはやはりこの値段で唯一500mmを体験できる点です
"",満足度,は高いです,満足度はかなり高いです。
"",満足度,は高いです,満足度は高いです。
"",満足度,は高いです,機能充実、ここぞというときに活躍してくれるので満足度は高いです。
"",満足度,はものです,値段と性能を考えると満足度は結構なものです。
"",満足度,は満点です,買って使って、満足度は満点です。
"",満足度,はある,満足度はほぼ100パーセント、しかし要望もある。
"",満足度,は高いですね,満足度は高いですね。
"",満足度,はしました,なので満足度は4にしました。
"",満足度,が高いです,もともとそのようなカメラを望んでいたこともあり、私的には非常に満足度が高いです。
"",満足度,は大満足です,全体的な満足度は、屋内での撮影に幅が出るという意味では大満足です。
"",満足度,は5です,満足度は最高の5です。
"",満足度,はしました,いくつか不満を述べましたが、ほぼ全ての点で満足のいく出来であり、いかにもフイルムメーカーのカメラらしい写真が撮影できるので、満足度は5にしました。
"",満足度,は高いです,コンデジ2台目なので、他と比べてはよく分かりませんが、自分的に満足度は高いです。
"",満足度,は高いです,満足度は高いです。
"",満足度,は高いです,全体的な感想になりますが、満足度はかなり高いです。
"",満足度,が高いと,当初は既に持っているSDカードが使えるF40fdを候補にしていましたが、評判を聞くうちに新たにXDカードを買ってもこちらの方が満足度が高いと考えました。
"",満足度,の高い,非常に満足度の高いカメラです。
"",満足度,は高いです,昨日、神戸に行って撮影したのですが、FUJIらしいリバーサルフィルム的な発色でかなり満足度は高いです。
"",満足度,は高いです,ケチをつけてますが満足度は高いです。
"",満足度,はしましたが,フラッシュ非発光時の被写体周りの暗さが目立つので満足度は3にしましたが、プラス補正でカバー出来ます。
"",満足度,で言えば,満足度で言えば、三機種ではいちばんかもしれない。
"",満足度,の高い,老若男女、カメラに馴れている人でも馴れていない人でも意識せずただシャッターを切るだけできれいに写真が撮れるスタイリッシュな外観とスリムボディ、満足度の高い買い物でした。
"",操作性,が良く,スリムで操作性が良く気に入っていたのですが、購入してから2年後に「電源を入れようとしても、ズームが出てくるだけで、まったく通電しない」という状態になってしまいました。
"",操作性,で満足しています,当時で3万円以下で買ってそこそこの画質、操作性で満足しています。
"",操作性,は満点です,BS(ベストショット)の操作性は満点です。
"",操作性,は良いのですが,携帯性、操作性は良いのですが、肝心の画質は
"",操作性,も良く,思った以上に操作性も良く、手軽に写真が撮れてラクです。
"",操作性,が良い,FinePixと比べるとやはり操作性が良いことと画素数(撮った写真の一部分を拡大して使えること)メモリがSDカードなのでこちらにしました。
"",操作性,も良いし,操作性も良いし独特のズームレバーも意外に使いやすいです。
"",操作性,は感じます,カシオの操作性はデジカメの中でも秀逸と感じます。
"",操作性,も良いと,パソコンを習い始めた親へのプレゼントに購入しましたが、液晶も大きく、操作性もかなり良いと思います。
"",操作性,はよいです,操作性は、他社のカメラも使ってきた中での比較で一番よいです。
"",操作性,も良い,値段的にはあまり変わりはなかったのし、その店員が強調するほど画質も見劣りするわけでもなく操作性も良い点もあれば悪い点も有ったりするわけで。
"",操作性,が良いです,露出補正ほかの操作性が良いです。
"",操作性,もよく,購入して以来、毎日持ち歩き、かなり使い込んでみましたが、操作性もよく、軽量で使い易く大変に満足しています。
"",操作性,もいいです,等倍でのピントチェックも分かりやすく、且つ拡縮の操作性もいいです。
"",操作性,は良いです,操作性は非常に良いです、
"",操作性,はないです,操作性は慣れれば何てことないです。
"",操作性,の良い,時期モデルへの要望としましては、液晶を前作のDVD505のような視認性、操作性の良い3.5型を望みます。
"",操作性,は満足です,デザインや画質、操作性はだいたい満足です。
"",操作性,を考えると,このレンズと操作性を考えるとこの大きさは仕方が無いと思うが、あとひと回り小さいともっとよかったかもしれません。
"",操作性,は感じました,特に、タッチパネルの操作性は、初めてビデオカメラを購入する人でもわかりやすくできているように感じました。
"",操作性,を考えて,確かに画質はcanonのほうがいいのですが、パソコンとの関連、操作性を考えてコレに決めました。
"",操作性,はいい,操作性はさすがにいい。
"",操作性,をしたのは,操作性を4としたのは、タッチパネルでのメニュー操作はスピードに欠けると感じたことからです。
"",操作性,も良好,UX-7は1年以上前の機種とはいえ画質・音質ともに今だ高いスペックであり、タッチパネルはDVDのアクセス性のよさとマッチしていて操作性も良好。
"",操作性,も良好です,(このあたりはレポート予定)GUIや操作性も全般的に良好です。
"",操作性,が良い,3)全体的な操作性が非常に良い。
"",操作性,がよい,・タッチパネルは操作性が非常によい
"",操作性,も思います,操作性もまあまあだと思います。
"",操作性,がよく,タッチパネルや各種ボタン・レバー類の操作性がよく、非常に使いやすいです。
"",操作性,にありません,操作性に不満はありません。
"",操作性,は感じました,操作性は、今まで私が買ったデジカメの中で一番不満に感じました。
"",操作性,も良いと,メニュー構成と操作性も良いと思います。
"",操作性,はいいです,画質、操作性は思ってたよりすいぶんいいです。
"",操作性,が良く,タッチパネルは非常に操作性が良く、感覚的に使えて便利です。
"",操作性,は感じです,操作性はホールドした時のボタン位置がちょうど指にかかるので良い感じです。
"",操作性,が気に入りました,操作性が気に入りました。
"",操作性,が良く,人によっては多少慣れが必要かも知れませんが、操作性が良く、ボディもしっかりしていながら軽いので、とても満足しています。
"",操作性,といい,画格といい操作性といい今まで以上に気に入りました」。
"",操作性,は良いのですが,操作性はタッチパネルは良いのですが良く使うボタンがかなり縁の方に設定されている為、私の太い指では少し押しにくかったり誤操作があったりと使い辛い部分は否めません。
"",操作性,が良く,操作性が良く機能が充実しエントリーモデルにしては写りも良い。
"",操作性,はありません,操作性はCG65とほぼ同じで戸惑いはありません。
"",操作性,は思いますが,操作性は自分は手が少し大きいのでコンパクトにまとまり過ぎかなとも思いますが気になるレベルじゃないですね。
"",操作性,は悪くないと,操作性は全体的に悪くないと思いますが、ズームのボタンが少し硬くて操作がやりくいかもしれません。
"",操作性,がよく,とても操作性がよく、満足していますPanasonicのNV-GS250からの買い替えです。
"",操作性,も満足しています,TVのスペックもそれほど高くない為かデータコピーとダビングに顕著な差が見られず、操作性も相まって大変満足しています。
"",操作性,はありません,撮影するだけなら問題ないですが、設定変更等の操作性はよくありません。
"",操作性,は思います,操作性は画質や逆光補整などを簡単に変えられるクイックモードがあるので慣れればそれなりに使いやすいと思います。
"",操作性,は抜群です,操作性は抜群です。
"",操作性,はいいです,操作性はいいです。
"",操作性,もいい,見た目かっこいいし、操作性もいい、機動性も抜群ピントもあんまり外さないでも・・・こんなに「写らない」カメラは他に知らないレンズの描写が・・・神経質な印象でカリカリしているわりに線が太くて大味。
"",操作性,は感じました,操作性は今ひとつのように感じました。
"",操作性,は良いと,ジョグ・ダイアルひとつだけで、絞り・シャッタースピード・AFエリアを切り替えて、それぞれを調節できる操作性はシンプルでとても良いと思います。
"",操作性,はいいと,操作もあまり変わらないので操作性はいいと思います。
"",操作性,は思います,操作性は、絞りやシャッタースピードを自分で調整する上位機種でじっくり検討すべきところだと思います。
"",操作性,は抜群です,操作性は抜群です。
"",操作性,も良好です,デザイン、大きさ、画質、音質、操作性も良好です。
"",操作性,は良いと,デザイン、操作性は良いと思いますがボディーがプラスチックなのが残念です。
"",操作性,が良いと,他社製品と比較して、デザインと操作性が良いと思います。
"",操作性,はいいと,機能、価格を散々くらべて結局機能と関係ないとこで決めたわけですが、実際購入して使ってみて操作性はやはり一番いいと感じてます。
"",操作性,は良い,デザインも子供が気に入ったので(色はシルバー)☆良い点記録画素数・画質モード・インテリジェンスISO感度等の初期設定を取り扱い説明書を読んで設定すれば後は初心者でも簡単に理解して撮影できる操作性は非常に良い。
"",操作性,が良く,まとめとても操作性が良く、使いやすいカメラだと感じた。
"",操作性,がよいと,他のデジカメより操作性がかなりよいと思います。
"",操作性,はない,操作性はほぼ問題なしバッテリー…バッテリーの持ちは良い(普段のちょい撮りなら1週間ぐらい持つ)携帯性…レンズがやや飛び出ているのが気になるが持ち運びにはほぼ問題はない。
"",操作性,はなく,操作性は可も不可もなく。
"",操作性,は良いのですが,操作性は非常に良いのですがダイヤルが少し華奢なのが気になる所。
"",操作性,は良いと,基本的な操作性はすこぶる良いと思うけど、せっかくのマニュアル設定の部分だけ妙にやりにくい。
"",操作性,もよく,操作性もよく、年配の方でも使いやすいのではないでしょうか。
"",操作性,に優れていると,(こちらの方が操作性に優れていると思います。
"",操作性,もありますが,操作性も癖はありますが、決して使いにくい物ではなく、むしろ手間はかかるが確実に操作できる様に思えます。
"",操作性,も満足しています,操作性もよくとっても満足しています。
"",操作性,の悪い,電源onから操作性の悪いボタンを使用して動画モードへ持っていくのはなかなか億劫だが、640×780の動画サイズ、mpeg互換のデータ形式(ムービー編集には必須)、単4電池(極寒地では電池の減りが急速)。
"",操作性,はいいと,操作性はプレゼント用に買ったのに初心者にも分かる感じでいいと思いますよ
"",操作性,は思いますが,操作性は悪く有りません、特に露出補正は比較画面が出るし、設定も保持されるので秀逸と思いますが、メニューを設定したらいちいち押さないと解除出来ないのはあまり良くないですし、マニュアルは750同様最悪ですね。
"",操作性,は良いとは,残念ながら操作性はあまり良いとは感じられない。
"",操作性,はありません,その他の操作性は、慣れてしまえば問題ありません。
"",操作性,は満足しています,あまり気を遣わずに使える堅牢性と、よく言われている通りちょっと慣れるとというか見た目ほど慣れるのに時間のかからない操作性は満足しています。
"",操作性,はありませんでした,操作性は何度も友人のオリンパスのコンデジを使ってたので迷う事はありませんでした。
"",操作性,もよいです,手ごろな大きさで10倍光学ズームがあり、値段が安く、操作性も割りとよく、バッテリー(乾電池)の持ちがとてもよいです。
"",操作性,という点では,僕としてはもう少し薄ければよかったかな最近のカメラはどれも小さいので、操作性という点では以前のものより落ちるのは仕方のないことかと思います。
"",操作性,はいいと,操作性はいいと思います。
"",操作性,をしたのは,唯一操作性を「4」にしたのは、[6485888]にも出ている速いCFの問題(?)があるからです。
"",操作性,はありませんが,操作性は悪くありませんが、前ダイアルがあればもっと操作性が向上しただろうにと思います。
"",操作性,も良いと,まだそれほど使ってはいませんが、操作性も良いと思います。
"",操作性,がいいです,思ってる以上に操作性がいいですマクロレンズ(35×35)は絶品ですよ画質については言うことはありません♪
"",操作性,は思います,復刻モデルとしての質感、操作性は最高の出来だと思います。
"",操作性,を考えると,操作性を考えるとある程度仕方ないでしょう。
"",操作性,がいいですね,メニュー画面からの操作性がいいですね。
"",操作性,が良い,純正ならではの安心感のある絵作りでボケも綺麗に出るし操作性が良い。
"",操作性,も良いです,案外小ぶりで軽いのでカメラを選ばないし、操作性もとても良いです。
"",操作性,がいいので,持ち易く操作性がいいのでかなり気に入ってます
"",操作性,は良いと,シャッターがカチッと切れない感じがいまいち不満ですが、他の操作性は良いと思います。
"",操作性,は気に入っています,操作性は非常に気に入っています。
"",操作性,は良好です,操作性は明快で良好です。
"",操作性,も良いです,手元のD80と比べると質感は雲泥の差、操作性も良いです。
"",操作性,もなく,D200に似ていて操作性もさほど違和感なく、D200に買い増しした私にとっては使い勝手が良いようです。
"",操作性,はしました,D70からの買い増しですが説明書読まなくても何とか写せました操作性はあまりに豊富な機能のため慣れてなくて4にしました
"",操作性,はありますが,操作性はオリンパスのスーパーコンパネに馴れてしまうとちょっとだけ不自由を感じる時がありますが、それ以上に直感的な操作や多彩なカスタマイズが出来るメリットを強く感じます。
"",操作性,は劣りますが,純正のフルタイムマニュアルフォーカスと比べると操作性は多少劣りますが価格差4〜5万円を考えトキナーを選びました。
"",操作性,はしました,このフードの着脱を意識して、操作性は4点としました。
"",操作性,は悪いです,ボディ内モーターを使う、非超音波モーターですので、操作性は悪いです。
"",操作性,が良く,中央のつまみも操作性が良くピントも合わせやすく、付属のストラップも高級感があり非常に気に入っています。
"",操作性,もいい,超望遠レンズといわれるものの中で、これほど携帯性も操作性もいいものはないかな。
"",操作性,は感じです,操作性はD70S、大きさはD50、という感じです。
"",操作性,もよく,操作性も抜群によく、ボタン&ダイアルの数が多くて、設定メニューを自由にカスタマイズできる点も非常に満足しています。
"",操作性,が良いです,何と言っても操作性がとても良いです。
"",操作性,で決めました,購入時はD40との選択で迷いましたが、操作性でD80に決めました。
"",操作性,はいいですね,D70sからの乗り換えです使用してまだ本格的な使用はしてませんがホールド感、操作性はとてもいいですね
"",操作性,は良い,電源スイッチの位置はあまり好ましくないが、その他の操作性は良い。
"",操作性,は良いと,操作性は、良いと思いますが、結局慣れの問題。
"",操作性,は良いですが,操作性は良いですが、ニコンはさすが設定が多いので最初はちょっと悩むかな?
"",操作性,の良い,1998年12月の当時から(F5に似た)操作性の良いカメラと評価は高かったように記憶しています。
"",操作性,という点では,ただ、大きなデメリットではありませんので、操作性という点では普通かなと思います。
"",操作性,が良いと,思い道理のレンズでした、解放はチョット気難しいですが、一段絞ればとってもグットです、操作性で3を着けたのは、AF/MFのクラッチが124PROの方が操作性が良いと感じたことと、ズームリングの幅が一寸狭いかなと感じました、画はとても良いです、このクラスですから当然『純正』と天秤をかけましたが、予算の関係もありこのレンズを購入しました。
"",操作性,はないので,操作性は単純なレンズでMFもしやすく困ることが何もないので5点。
"",操作性,は良く,ピントリングの操作性は比較的良く、遊びが少ないせいか、MFでのピント合わせも楽です。
"",操作性,の良い,ボディーが小さいので、女性の手でも十分操作でき、軽すぎないのでぶれ防止にもなる操作性の良いカメラです。
"",操作性,が悪い,●ISO設定・露出補正等の設定変更の操作性が悪い。
"",操作性,がよい,○ダイヤル式のメニューボタンは操作性がよい。
"",操作性,はありますが,操作性は少し小さく感じることはありますが快適な方だと思います。
"",操作性,はありません,操作性は特に問題ありません。
"",操作性,は良いと,操作性は80-200F2.8の方が良いと思う。
"",操作性,は良好です,モーター内蔵によりフルタイムMF操作が可能で、操作性は良好です。
"",操作性,も良く,カメラ自体の作り、操作性も良く、その上画質は文句なしです。
"",操作性,は最高,操作性は最高。
"",操作性,は悪い,縦位置シャッターMB-D200を含めた操作性はかなり悪い。
"",操作性,も良い,画質もナチュラルで、操作性もそこそこ良い。
"",操作性,は抜群です,ファインダーの見え具合、操作性は抜群です。
"",操作性,はいいと,使用した感じは初心者の自分でも扱いやすく、操作性は抜群にいいと思います。
"",操作性,は思います,操作性は私にとっては抜群で私がお店でいろいろ触った他社のコンパクトデジカメ製品に比べて、すぐれていると思います。
"",操作性,も良い,ヘリコイドのゴムカバー幅が広いのでMFでの操作性も良い。
"",操作性,はないので,操作性は、今までのニコンと大差ないので、すぐに慣れました。
"",操作性,に満足しています,特に操作性に満足しています。
"",操作性,が良いので,ホワイトバランスの変更や露出補正など、マニュアルでいじりたい時の操作性が良いので、撮影を十分楽しめます。
"",操作性,は良いですね,操作性は分かりやすくて良いですね
"",操作性,も良く,軽量で操作性も良く、購入後はもっぱらこのレンズを使用しています。
"",操作性,は悪いです,ボディ内モーターを使う、非超音波モーターですので、操作性は悪いです。
"",操作性,にありません,Gレンズのため、ズームリングが手前に来過ぎている感もありますが、トルクも適度で、操作性に不満はありません。
"",操作性,も良く,AFも早く、静か、ピントリングの操作性も良く、ガタも無く、リング位置も絶妙
"",操作性,の良い,操作性の良いスイッチレイアウト、使ってて楽しくなるカメラです。
"",操作性,を重視して,実際に色々なカメラを販売してきた中で、使い勝手や操作性を重視して購入しました。
"",操作性,はものです,操作性は何ら文句のないものです。
"",操作性,も良いと,初めての一眼なのでコンパクトとの比較になりますが、操作性も良いと思います。
"",操作性,も良い,拡縮の操作性も良い。
"",操作性,はしました,個人的にはホールド感が少し弱い感じがするので、操作性は3点にしました。
"",操作性,はしました,サブダイヤルがないので、さすがに操作性は3にしました。
"",操作性,は感じます,操作性は、同程度と感じます。
"",操作性,もなく,コマンドダイヤル・モードダイヤル・マルチセレクターなどの操作性も違和感なく操作できます．メニュー階層の深さも慣れると問題がなくなりました。
"",操作性,は思います,操作性はボタンの配置は無駄がなくていいと思います。
"",操作性,は良いと,操作性は良いと思います。
"",操作性,はいいです,しかし慣れるとMFの操作性は結構いいです。
"",操作性,は感じました,ピントリング等の操作性は、ケンコーやビクセンの機種よりも最も使いやすく感じました。
"",操作性,が劣る,スイッチ入れて動作できるまでの時間が長いのは今ではやはり操作性が劣ることになるのかな。
"",操作性,がよく,意外な使い方として、日焼けが気になる女性は手袋をしていても、小型軽量のカメラよりボタン類が扱いやすく操作性がよく、子供の運動会などの撮影に重宝しています。
"",操作性,は思います,(R2はすごく良い、あの操作性は気持ちいい)良い点色々と撮り方を考えさせてくれるカメラだと思います。
"",操作性,がいいです,またそれを直感的に実現できる操作性がいいです。
"",操作性,がいいです,とにかく操作性がとてもいいです。
"",操作性,は満点です,(良い点)1___広角24mm2___RAW+JPEG3___個人的に操作性は満点です。
"",操作性,は良いので,操作性は良いので5点をつけたいところですが、RAWの書き込みのレスポンスの悪さやレンズキャップの問題があるので4点。
"",操作性,はいいと,マニュアル撮影するにも、操作性はなかなかいいと思います。
"",操作性,も良いと,コンパクトながら、操作性も非常に良いと感じた。
"",操作性,はありますが,操作性はマニュアル操作に特化している感がありますがオートブラケット設定保存ができない、大雑把なマニュアルW/B設定など逞偵＞ところには手が届いていないようです。
"",操作性,は感じました,操作性は少し悪いように感じました。
"",操作性,が悪い,・ズームレバーは全く操作性が悪い。
