result,評価項目,評価表現,評判情報
"",携帯性,は悪くない,・携帯性について補足確かに以前のPENTAX機よりは若干重くなっているが、ボディ内蔵手ぶれ補正により、軽くて小さいレンズを使用することが出来るため、トータルとしての携帯性は全然悪くない。
"",携帯性,は悪いが,しかし、軽いより重い方が手振れしにくいようで、携帯性は悪いが、重いことは決して悪いことではないようです。
"",携帯性,は思います,携帯性は、このクラスならこれぐらいの重さは仕方ないと思います。
"",携帯性,はないですが,携帯性は軽くて小形に越した事はないですが、良い所ではないでしょうか。
"",携帯性,は感じました,携帯性はコンデジからだと重く感じました。
"",携帯性,が良い,1．小さくて携帯性が良い。
"",携帯性,が悪いと,デジイチはもっと携帯性が悪いと思っていました。
"",携帯性,は優秀です,このカメラの機能を考えると軽くて携帯性は優秀です。
"",携帯性,がよい,」と言われているのでかなり携帯性がよい部類と思います。
"",携帯性,は悪い,携帯性は悪い。
"",携帯性,は十分,ですので操作性、機能性、携帯性は必要にして十分。
"",携帯性,がよくて,携帯性がよくてレンズケースも付いているのでちょっとポケットの中に入れといて普通の写真に飽きたら付け替えて楽しむっていうのもアリだと思います。
"",携帯性,をしましたが,携帯性を「4」にしましたが、これはこのクラスのレンズでは仕方がないですね。
"",携帯性,が良いとは,・軽さ、コンパクトさについては、デジタル一眼レフの中では軽くてコンパクトな方らしいですが、言うまでもなくコンパクトカメラよりは数段大きく重いので携帯性が良いとは言えないですね。
"",携帯性,は抜群です,お散歩スナップがメインですが、携帯性は抜群です。
"",携帯性,はものです,携帯性は、カメラとのバランス等よいものです。
"",携帯性,はしましたが,自重がそこそこあるので携帯性は4にしましたが、倍率を考えればよい方だと思います。
"",携帯性,を考えたら,ただレンズの重量があるので重く感じますがこの携帯性を考えたら小さな悩みです。
"",携帯性,も抜群です,重量も携帯性も抜群です。
"",携帯性,は感じますが,携帯性は、少々長く感じますがこんなものでしょう。
"",携帯性,もよいです,50mmということで作りもコンパクトで軽く、携帯性もよいです。
"",携帯性,も抜群,価格の割には、写りは、凄くいいですし、携帯性も抜群
"",携帯性,も抜群です,軽いと言うのもすばらしく携帯性も抜群です。
"",携帯性,が良い,5、システム全体の携帯性が良い。
"",携帯性,は良く,デザイン、携帯性は良く、機能も悪くありません。
"",携帯性,が良い,1、5倍ズームとしてはコンパクトで携帯性が良い。
"",携帯性,はありません,携帯性この大きさですので携帯性は良くありません。
"",携帯性,はいいです,が、軽量コンパクトで携帯性はとてもいいです。
"",携帯性,をしました,フードがかさばるのが唯一の満点ですが、重量は軽いので私には苦にならないので携帯性を5にしました。
"",携帯性,は抜群です,携帯性は抜群です。
"",携帯性,が高いので,半年使った感じとしては、使っていてカメラを撮っている楽しさが実感でき、さらに、携帯性が高いので満足しています。
"",携帯性,はよいです,軽く携帯性はよいです。
"",携帯性,が良いのは,キャルスモードがついていて防水で携帯性が良いのは多機種にない。
"",携帯性,はいいです,まぁ、なんとかポケットに入りますし、見た目よりは携帯性はいいです。
"",携帯性,もいいと,ちなみに、TAMRONの18-200mmと比較するとAF速度も速いですし、軽くて大きさも小さいので非常に携帯性もいいと思います。
"",携帯性,を考えると,ホールドしにくさも、携帯性を考えると、仕方がありません。
"",携帯性,は文句なし,携帯性は文句なし。
"",携帯性,が良いです,機能満載で、軽いBodyは携帯性が良いです。
"",携帯性,は劣りますが,携帯性は主要のコンパクトデジカメには当然劣りますが、手動ズームや別売りの縦型グリップなどの使い勝手を考えるとコンパクトな方だと思っています。
"",携帯性,は良く,携帯性はすこぶる良く、ポケットに入るのはありがたいです。
"",携帯性,が高い,携帯性が高いわけが無い。
"",携帯性,という意味では,むしろ携帯性という意味では充電器の携帯性を高めてもらいたいなと思った。
"",携帯性,が良いと,同焦点距離のレンズには、F1.4USMやF1.8などがあり、それらと比較してしまうと携帯性が良いというには無理があるかもしれません。
"",携帯性,をして,携帯性を気にして使用するレンズではないと思う。
"",携帯性,は4と,・24-70などとの比較の上では大口径Lとしては軽いので携帯性は4としました
"",携帯性,は良くないと,携帯性は良くないと思いますが、このレベルのカメラとしてはある程度の重量感はむしろ必要と思います。
"",携帯性,を求めるのは,この手のカメラに携帯性を求めるのはどうかと思い、評価は3にしましたが、問題なのは液晶ですね
"",携帯性,が良いです,バッテリーチャージャーは1D系付属品より小さく携帯性が良いです。
"",携帯性,はありませんが,携帯性は当然よくありませんが、私は描写性能と手ぶれ防止効果優先なので気にしていません。
"",携帯性,もありません,携帯性も個人的には問題ありません。
"",携帯性,は最高です,予備バッテリーは、いりますね、先代がIXY300だったので、軽くコンパクトで携帯性は最高です。
"",携帯性,は抜群です,まず入門機&軽いということで携帯性は抜群です。
"",携帯性,はいいです,携帯性は非常にいいです。
"",携帯性,もいいし,軽量で携帯性もいいし、画質面で不満を抱くこともない。
"",携帯性,も良いです,重さもバランスが良い性かカメラに実装すると実重量ほど感じ無いし、縮めると携帯性も良いです
"",携帯性,の良い,主に私のスナップ用と娘が旅行に使う目的で携帯性の良いデジカメとして購入。
"",携帯性,が良い,900ISは普段は妻が使用しておりますが、満足できる画質や機能でさらに携帯性が良いところが大変魅力的だと思います。
"",携帯性,は思います,本体の厚み、また本体表面に無数のきずがついてしまう点、携帯性はいまいちだったと思います。
"",携帯性,にもありません,ただ、それもEW-83DIIを加工して装着すれば携帯性にも問題はありません。
"",携帯性,が悪いです,遮光効果がイマイチなのにフードがでかくて携帯性が悪いです。
"",携帯性,も良く,"ケラレないように""つば""の部分を削る加工が必要ですけど、他のレンズフードを装着するほうが遮光効果も高くて携帯性も良く、さらに見た目も良いので、他のフードを使用することをお勧めしたいです。"
"",携帯性,もいいですね,カメラとのバランスもよく、携帯性もいいですね。
"",携帯性,もいいですし,望遠側が40mmとちょっと足りないな〜と感じることもあるのですが、携帯性もいいですし、大きな不満ではありません。
"",携帯性,がいいです,レンズのサイズや重量も手ごろで極めて携帯性がいいです。
"",携帯性,は良いと,また、レンズ本体の携帯性はとても良いと思うのですが、多くの方が評価するようにフードはいまひとつなので、判定は微妙なところがあります。
"",携帯性,は思います,レンズ本体の携帯性は、大きさ重さともに合格で、十分な機動力であると思います。
"",携帯性,は悪いです,携帯性は悪いです、フードがでかくてバッグにむぎゅ〜と入れるような具合になります(ドンケのパーティションの場合)。
"",携帯性,はものだと,携帯性はこんなものだと思います。
"",携帯性,の良い,キャノンLレンズシリーズはどれも携帯性の良い物はありませんがその分、画質、作り、操作性が値段に見合った性能だと思います。
"",携帯性,は良くないと,画質を鑑みると無駄にデカイので携帯性は良くないと思います。
"",携帯性,は悪いですが,携帯性は当然悪いですがクラスとしては当然でしょうし買う前からわかっていることですので不問。
"",携帯性,はないと,レビューの携帯性は、このレンズの場合、意味がないと思うので、無評価。
"",携帯性,の良い,携帯性これ1本あれば、旅行先、散歩、室内とどこでも使えるので、1本で済むと考えれば、これほど携帯性の良いものは無いと思います。
"",携帯性,もなく,携帯性も申し分なく、KISSDNに付けたまま、メッセンジャーバッグに放り込んで持ち歩いています。
"",携帯性,は劣りますが,携帯性はコンパクトカメラよりかなり劣りますが、納得のいく撮影を犠牲にはできないので、頑張って携帯して持ち歩いています。
"",携帯性,はしました,フードがデカいので携帯性は4にしました。
"",携帯性,が良いです,500mm望遠レンズとしてはかなり軽く、携帯性が良いです。
"",携帯性,が良い,画質ですが、CanonのLレンズと比較してしまうと、若干暗くコントラストも甘い気もしますが、自分も含め一般の方が使うには価格も安く携帯性が良いことも考えれば、かなり良いレンズになると思います。
"",携帯性,は感じますが,携帯性は、少々長く感じますがこんなものでしょう。
"",携帯性,も抜群です,重量も携帯性も抜群です。
"",携帯性,にして,一眼のカメラも持っていますが、さっと取り出してさっと撮影したい時に不便さを感じ、携帯性に期待をして910ISを購入しました。
"",携帯性,も良いし,携帯性も良いし、楽しいので、気楽にパシャパシャ撮っています。
"",携帯性,の良い,普段はデジタル一眼レフにて写真を撮っていますがちょっとデジカメを持ち出したり記録のために携帯性の良いものを、と買いました。
"",携帯性,を考えれば,携帯性を考えれば、IXYの方が優れていると思う。
"",携帯性,はいいです,携帯性はビジネスバッグに入れて常時携行できるので合格、重さもちょうどいいです。
"",携帯性,をした,携帯性を少し犠牲にした分、持ちやすいです。
"",携帯性,があると,携帯性については、ディジタル一眼のサブ機と考えていますのでので抜群の携帯性があると思います。
"",携帯性,はありません,携帯性は言うまでもなくありません。
"",携帯性,はありませんが,携帯性は悪くありませんが、最初はKISSが欲しかったということもあり、ちょっと大きく感じます。
"",携帯性,が良いとは,[携帯性]OSなしの18−200mmと比べたら、大きく、重くなった分、携帯性が良いとは言えませんが、OS付きを考慮すると、納得できる範囲と考えます。
"",携帯性,や操作性を,「欲しい時が買う時」という言葉どおり、携帯性や操作性をはじめ十分満足しています。
"",携帯性,は思いますが,携帯性は少し悪く思いますが、さほど気になりません。
"",携帯性,が悪いという,キズが付き易いというのは言い換えれば、それを気にする人には携帯性が悪いということになる。
"",携帯性,は優れていると,ただ、やはり新しい機種なので、携帯性は優れていると思います。
"",携帯性,の良い,私はもともとフィルム一眼からキャノン派で、デジ一眼で10DとGシリーズ(G1-G2-G5)を使っており、より携帯性の良いものとして、isがついたこの800isが気になりました。
"",携帯性,は感じですが,携帯性は他のサードパーティーレンズメーカーの物に比べれば大きい感じですが、私は手・体ともに大きいので問題ないです。
"",携帯性,は満足です,そのバッグの横のスペースに、100mmマクロと50mmF1.8なども入りますから、携帯性は十分満足です。
"",携帯性,に優れ,総体的に携帯性に優れ旅行用にと購入しましたし、AFで動きの早いものは旅行先で頻繁には撮影しませんので、私個人的には十分満足しているレンズです。
"",携帯性,はいいです,携帯性は、いいです。
"",携帯性,に優れています,携帯性に優れています。
"",携帯性,も良く,画質を追求しないのであれば携帯性も良く、手ブレ補正の強力なお散歩レンズとして、かなりお勧めです。
"",携帯性,も悪くないと,本体自体は少し大きいですが、あまり重くないので携帯性も悪くないと思います。
"",携帯性,は良いと,非常にコンパクトで携帯性は良いと思います。
"",携帯性,は抜群です,常用レンズの「EF35/F2」を付けると、約600グラムと軽量・コンパクトなため、携帯性は抜群です。
"",携帯性,が気に入りました,いつでも持ち歩ける携帯性が気に入りました。
"",携帯性,を考え,携帯性を考えHV10にしました。
"",携帯性,が良いです,レンズやグリップのでっぱりをなくしたのは大正解で、携帯性が良いです。
"",携帯性,については思います,携帯性については、機能に見合ったサイズだと思います。
"",携帯性,を考えて,今まで銀塩一眼を使っていましたが携帯性を考えてコンデジを検討。
"",携帯性,はものです,携帯性はこの機器の性能と比べるとどうしても仕方が無いでしょう・・・___しかし、そのほかの部分では大変満足の出来るものです。
"",携帯性,もよく,5Dとこのストロボだったのですが、携帯性もよく、発光にも不満点はなかったです
"",携帯性,は良いと,今までのコンデジと比べると、非常に重くなり、携帯性は良いと言えません。
"",携帯性,を重視して,実際、携帯性を重視してオリンパスのE410やE510と比較検討した時期もありました。
"",携帯性,を考え,1万円位のサブ機として中古カメラを探していたのですがデザインと携帯性を考えIXYDIGITAL10をk's電気で14800円で購入しました
"",携帯性,は文句なし,デザインと携帯性は文句なし
"",携帯性,は良好です,非常に小型で軽量なので携帯性は良好です。
"",携帯性,を重視して,デザインと携帯性を重視して購入しました。
"",携帯性,も良く,小型で携帯性も良く、液晶画面も綺麗でとても良いですね。
"",携帯性,がいいので,使い始めて四ヶ月ほど、仕事にもプライベートにも活躍してます携帯性がいいので、何処にでも持ち歩きすぐに撮れるのがいいですね
"",携帯性,は大満足です,コンパクトで動画中心を考えたので、デザイン、携帯性は大満足です。
"",携帯性,も比較して,機能性や光量にはもんくなし、携帯性も光量比で他社同型と比較して妥当なレベルだと思います。
"",携帯性,は良いとは,ただし携帯性は良いとは言えない。
"",携帯性,を考えると,あと、ファインダーが思っていたよりも大きくて見やすくて、携帯性を考えるとロケーションは40Dメインの方がいい?と思うくらいでした。
"",携帯性,は良いと,携帯性は、ガタイの割りに軽くて首から下げてもあまり負担を感じないので非常に良いと思います。
"",携帯性,を求めるなら,携帯性を求めるならコンデジを使う!
"",携帯性,をしたのは,バッテリーと携帯性を若干マイナスにしたのは、ここだけは40Dより優れた機種が存在するため。
"",携帯性,はしました,もう少し軽量にしてくれると嬉しいので携帯性は4にしました。
"",携帯性,は思いますが,携帯性は重量面で少し思いと思いますが、このクラスの機種であれば有る程度のズッシリ感の範囲内であると思います。
"",携帯性,はないので,携帯性は、軽さコンパクトさはないので4点ですが、個人的にはちょうどいい大きさ・重さと思っています。
"",携帯性,を求めるのは,評価においては、複数レンズを使用する方々が多いこのクラスに携帯性を求めるのは、少し違うのでは?と思い無評価としました。
"",携帯性,を求める,携帯性をこのモデルに求める人は多分いないでしょう。
"",携帯性,は悪い,でかい、重いと言うことで携帯性は悪い。
"",携帯性,は良いので,携帯性は良いので、「持ち運びしやすいものが良い」という方は是非お勧めの一台でしょう。
"",携帯性,はよいです,小型で携帯性は非常によいです。
"",携帯性,は文句なしです,携帯性は、適度なサイズと重さで文句なしです。
"",携帯性,がいい,これまではポケットに入る大きさのコンパクトデジカメ(PENTAXOptioS40)を使っていて、携帯性がいい為PowerShotのような少し大きめのコンデジは敬遠していたのですが、実際はサイズがアップした以上に性能と機能が大幅にアップして大満足しています。
"",携帯性,がよいと,・___ワイシャツのポケットにも入るくらいなので(液晶の破損には注意)、私には、携帯性がよいと思います。
"",携帯性,はいいです,しかし、単三電池も2本だけで軽いので、案外、携帯性はいいです。
"",携帯性,は抜群です,他の2.8Lレンズに比べると圧倒的に軽く小さいので、携帯性は抜群です。
"",携帯性,も抜群,価格の割には、写りは、凄くいいですし、携帯性も抜群
"",携帯性,も抜群です,軽いと言うのもすばらしく携帯性も抜群です。
"",携帯性,も良いと,このクラスのズームとしては大きさ・軽さ、そこから来る携帯性もとても良いと思います。
"",携帯性,に優れている,思っていたより軽く、コンパクトで携帯性に優れている、EOS5Dボデーとの質量バランスも良く、操作し易い。
"",携帯性,はありません,携帯性は文句ありません。
"",携帯性,は最高,携帯性は、最高
"",携帯性,も良いですし,軽くて携帯性も良いですし、USMやフルタイムマニュアルも付いているので、永く使えるレンズだと思います♪
"",携帯性,は良好,KDXなどと組み合わせても重量的にバランス良く、気軽に持ち出して撮影することができ携帯性は良好。
"",携帯性,は文句なし,携帯性は文句なし。
"",携帯性,はバッチリです,携帯性はバッチリです。
"",携帯性,が悪いという,初心者なんで、まだ細かいことはわかりませんが一眼レフって重くて携帯性が悪いという先入観はありましたがまあ、レンズが軽いということが大きいとは思うのですがとにかく軽く扱いが楽です。
"",携帯性,が良いとは,まるで砲丸のようで、携帯性が良いとはいえません。
"",携帯性,は抜群ですね,携帯性は抜群ですね。
"",携帯性,が良く,携帯性が良く、画質も良いと思います。
"",携帯性,もいいし,もちろんEOS5Dのようなフルサイズ機には画質は及びませんが、1000万画素ながら高感度ノイズも少ないし、携帯性もいいし満足してます。
"",携帯性,は抜群ですね,この携帯性は抜群ですね。
"",携帯性,がいいので,良い点5Dのサブで買いましたが、携帯性がいいので常に持ち歩くようになりました。
"",携帯性,は抜群です,携帯性は抜群です。
"",携帯性,がいいので,携帯性がいいので大変重宝しています。
"",携帯性,は良いと,携帯性は良いと言えるでしょう。
"",携帯性,に優れ,携帯性に優れ、全般的に非常に優れたレンズだと思います。
"",携帯性,が悪いので,フードは、大きく携帯性が悪いので、ハクバのラバーフードをつけました。
"",携帯性,を求めて,一方で画質と携帯性を求めてコンパクトタイプも買いましたが、こっちは画質を求めているので色々気になってデリケートになってしまいます。
"",携帯性,は感じです,この点をクリアするのに大きなレンズフードとアダプタ、プロテクタを取り付け、携帯性は評価3でもちょっと甘い感じです
"",携帯性,は優れています,ずっしり来ますが、重いボディに、何本もの交換レンズを持ち歩く必要があるデジイチよりは、はるかに携帯性は優れています。
"",携帯性,がいいので,デジイチに比べ、携帯性がいいので、常時車に載せて持ち歩いてます。
"",携帯性,はよくないが,アダプターリング&フードを常時装着しているために、携帯性は必ずしもよくないが、使いやすさとかなりの高性能に満足。
"",携帯性,は感じます,携帯性は(言ってもしょうがないことですが)S1ISよりも大分悪く感じます。
"",携帯性,の良い,色々出ているコンパクトデジカメの中でなぜこれを選んだのかと言うと①大きいサイズの物は旅行の時に荷物になるので、携帯性の良い物が欲しかった。
"",携帯性,を考えても,機能や液晶、携帯性を考えても満足度は高いです。
"",携帯性,は劣りますが,やはり最新のSDカード機と比較すると携帯性は劣りますが、HDD機としては軽くて小さい方だと思います。
"",携帯性,は落ちますが,携帯性は若干落ちますが不満のないレベルです。
"",携帯性,はありません,携帯性は決して悪くありません。
"",携帯性,も抜群です,旅先でのスナップにはちょうどいい画角ですし、携帯性も抜群です。
"",携帯性,は抜群です,軽量・コンパクト(F2なのに!)なので、携帯性は抜群です。
"",携帯性,を求める,携帯性をこのクラスのカメラに求めることはナンセンス。
"",携帯性,もいいので,携帯性もいいので、お気に入りのレンズです。
"",携帯性,も良い,フードを使わなければ携帯性も良い。
"",携帯性,をしました,ほんの少しですが携帯性を高倍率と引き換えにしました。
"",携帯性,にありません,・携帯性L2よりも、厚み・高さ・横幅すべて一回り大きいですが、携帯性に影響はありません。
"",携帯性,もよく,携帯性もよく、操作も簡単。
"",携帯性,に優れた,Z2を購入する際、他機種とだいぶ悩みましたが、携帯性に優れた機種の中で、これを選びました。
"",携帯性,もならない,デザインや携帯性も、使ってみると余り気にならないレベルです。
"",携帯性,は良いとは,携帯性は良いとは言えません。
"",携帯性,はありません,携帯性は特に不満はありません。
"",携帯性,の良い,その他は、使いやすくて、比較的携帯性の良い物だと思います。
"",携帯性,が悪いのは,カメラの仕様上、携帯性が悪いのは仕方ありませんが、ホールド感はとても良くズームレンズの操作性も良いです。
"",携帯性,は悪いです,携帯性は悪いです、でも一眼の世界では普通ではないでしょうか?
"",携帯性,は思います,携帯性はこのクラスとしては普通だと思います。
"",携帯性,は最悪です,MB-D200の携帯性は最悪です。
"",携帯性,は良いのですが,小さいほど携帯性は良いのですが、小さすぎるとホールド性がさらに損なわれそうなので、こんなもんで良いです。
"",携帯性,は感じません,携帯性は見た目はデカく感じかすが、重さは全く感じません。
"",携帯性,にあると,直前がSONYのS85でしたので、当初はNIKONのP5000と迷いましたが、コンデジは携帯性に最も利点があると信じ、小さいサイズのものを選択しました。
"",携帯性,は良いので,携帯性はジャンパーのポケットには入るし、ホールド感はすごく良いので、私としては大きさはこれで○。
"",携帯性,は良いのですが,」一眼レフと比べると、軽くて携帯性は良いのですが、軽い為、慎重に手を動かさないように撮影しないと手振れしてしまいます。
"",携帯性,はない,携帯性は求めるべくもない
"",携帯性,が悪いと,もっと携帯性が悪いと思っていたので、うれしい誤算ですね。
"",携帯性,を重視して,ニコンP5100と悩みましたが携帯性を重視してこちらに決めました。
"",携帯性,は素晴らしいと,・このクラスのデジカメにしては、携帯性は素晴らしいと思います。
"",携帯性,を考えて,CANONのG9も視野に入れてたんですが、携帯性を考えてこちらに決めました。
"",携帯性,は満足しています,デザイン、携帯性は満足しています。
"",携帯性,も思います,携帯性もよくオールマイティーなコンデジかと思います。
"",携帯性,が良いので,携帯性が良いのでセカンドカメラに購入しました。
"",携帯性,は抜群です,小型な分、軽量さも相まって携帯性は抜群です。
"",携帯性,は良好です,胸ポケットに入れておけるサイズ、重さであり、携帯性は良好です。
"",ホールド感,は思います,ホールド感は…今のコンパクト全体が、手の大きい私には小さすぎるように思います。
"",ホールド感,はいい,屈曲光学系コンデジのわりには厚みが25mm程度あるので、他の屈曲光学系デジカメと比べると意外とホールド感はいい。
"",ホールド感,はいまいちです,但し、本体が小さすぎる故にホールド感はいまいちです
"",ホールド感,はしますが,ホールド感は、サイズをこのままでももう少し良くすることはできるような気はしますが、デザインやポケットの収まり具合も考慮すると仕方ないのかもしれません。
"",ホールド感,は持てます,ホールド感は、小さいながらも右親指のスペースが確保され、普通に持てます。
"",ホールド感,も悪くなく,ホールド感も悪くなく、ストレスはない。
"",ホールド感,は思います,ホールド感は好みや手のを大きさにで評価が変わると思います。
"",ホールド感,も十分です,ホールド感も十分です。
"",ホールド感,はありませんが,普段のホールド感は悪くありませんが、重いレンズを装着する場合にはもう少ししっかりとした感触が欲しい…
"",ホールド感,は秀逸,左手を添えるところがちょっと迷いますが、このコンパクトさでこのホールド感は秀逸。
"",ホールド感,もありません,ホールド感もよくありません。
"",ホールド感,も満足しています,1kg近い重さとホールド感も満足しています。
"",ホールド感,は満足です,液晶、ホールド感は満足です。
"",ホールド感,は悪いですが,ホールド感は指掛けの凹凸が少なく引っかかりが悪いですが、落とすほどでも無いです。
"",ホールド感,は良好です,ホールド感は良好です。
"",ホールド感,は良いです,横に伸びるギミックも面白いし、ホールド感は意外に良いです。
"",ホールド感,が良く,ホールド感がとても良く、大きいとはいえ、デザインの良さもあり、つい持ち歩きたくなります。
"",ホールド感,が悪く,山写真を撮るのが主なのでコンパクトなのを求めて、E410なども比較対象にしていたのですが、実際に持ってみるとE410はホールド感が悪く、却下に。
"",ホールド感,はします,ホールド感は、自分の手が大きいのかちょっと握り難い感じがします。
"",ホールド感,はありません,また、その小ささからホールド感はあまりありません。
"",ホールド感,にありますが,他の方がおっしゃっているようにホールド感に物足りなさはありますが、絵を考えればそんなことは忘れてしまいます。
"",ホールド感,が悪いような,しかし、シャッターのタイムラグが若干気になる(遅い)のと、ホールド感が悪いような気がしますし、操作が全てボタンからメニューで行うのが少々面倒です。
"",ホールド感,がイマイチです,携帯性に優れている点とデザインは非常に満足していますが、レンズ位置の関係でホールド感がイマイチです。
"",ホールド感,もあり,それとけっこう不評な本体のスタイルですが、本体上部の溝に中指、薬指、小指を乗せて引っ掛ける感じで持てばホールド感もありそれほど持ちにくい感じではないです。
"",ホールド感,は有りません,ホールド感は悪く有りません。
"",ホールド感,は良好,ホールド感はとても良好。
"",ホールド感,は感じです,出来れば現状△5mm程度がベストですが、留-7の方がホールド感は良い感じです。
"",ホールド感,はよいと,私の手は標準より小さいのですが、手になじんでホールド感は非常によいと思います。
"",ホールド感,は良好です,何より縦位置グリップの出来がよいので全体のホールド感はかなり良好です。
"",ホールド感,はしました,そのためホールド感は4にしました。
"",ホールド感,もよく,大きめな手(私もそうですが)の人はホールド感もよく、使いやすいと思います。
"",ホールド感,は満点です,デザイン、画質、操作性、ホールド感は文句ナシに満点です。
"",ホールド感,は普通,ホールド感は別に普通
"",ホールド感,もありません,大きさは、スリムで手にすっぽりで、ホールド感も悪くありません。
"",ホールド感,があり,動画撮影を基本に使用していますので、ホールド感があり、長方形のデジカメで動画を撮影する事と比較すると、格段に安定します。
"",ホールド感,は良いです,ホールド感は良いです。
"",ホールド感,がよいと,しかも、この厚みのおかげで、ホールド感が非常によいと思います(IXY10も素晴らしいカメラですが、小さすぎてホールド感はよくないと感じています)。
"",ホールド感,があって,サイズが大きく感じるかなと想っていましたが、かえってちょうど良い大きさで、ホールド感があってなかなか良かった。
"",ホールド感,がいいと,もう少しホールド感がいいと思ってたけど、重さの割にはバランスが・・・・プレビューはレンズを格納した状態で見れないのが残念!
"",ホールド感,が高い,コンパクトでありながらホールド感が高い。
"",ホールド感,は抜群です,コンデジとしては大きめですが、ホールド感は抜群です。
"",ホールド感,を考えれば,カメラ自体の大きさについては、これだけのズームを持ち合わせ、撮影時のホールド感を考えれば、一概に小さなカメラにこだわる必要もないと思わせてくれます。
"",ホールド感,はいまいちですが,小さいのでホールド感はいまいちですが、携帯性と引き換えなので不満はありません。
"",ホールド感,はいい,この大きさ・重さによりホールド感はいい感じだと思います。
"",ホールド感,も良いです,ホールド感も良いです。
"",ホールド感,が良い,4、ホールド感が良い
"",ホールド感,があります,持ってみての感想は、やはり薄いのと前にあったエンブレムみたいのは気に入ってたんですがなくなったせいか、ホールド感があります。
"",ホールド感,はします,形状やホールド感はFX55のほうがいいような気がします。
"",ホールド感,がイマイチ,悪い点:コンパクトさが仇となりホールド感がイマイチ。
"",ホールド感,にありません,私はホールド感に不満はありません。
"",ホールド感,はしました,ホールド感はボディの大きさの割にはよろしくなく3としました。
"",ホールド感,はいいのですが,ホールド感はいいのですが、如何せん、ノイズの多さと、バッテリーの持ちの悪さが難点です。
"",ホールド感,が良く,思ったよりホールド感が良く、感心しました。
"",ホールド感,と思います,ちょうど良いホールド感と思います。
"",ホールド感,は感じました,ホールド感は今ひとつのように感じました。
"",ホールド感,が欲しい,だいぶん慣れたけど、もっと上質なホールド感が欲しい。
"",ホールド感,は良いようです,ホールド感はなかなか良いようです。
"",ホールド感,も上々です,ホールド感も上々です。
"",ホールド感,もOK,ホールド感も見た目の割にはしっかりしててOK。
"",ホールド感,は良い,但し、ホールド感は非常に良い。
"",ホールド感,は悪くないです,若干手が大きいですが、思ったよりもホールド感は悪くないです。
"",ホールド感,の良い,ホールド感の良いグリップと単3乾電池利用可、それなりに大きな2.
"",ホールド感,はいいのですが,ホールド感は、右手はいいのですが左手は本体がコンパクトすぎてやや余る感じ。
"",ホールド感,もお気に入りです,ホールド感は人それぞれに感じると思いますが、グリップ付きの方に違和感を感じる私の場合には、このグリップレスのE-410のホールド感もお気に入りです。
"",ホールド感,は良いです,ホールド感は手の小さい私にはちょうど良いです。
"",ホールド感,もよく,実際の操作性はホールド感もよく、操作もOKボタンの位置が十字キーの中心にあればいいのにと思いますが、そこは慣れの問題だと思うので気にしてません。
"",ホールド感,はよい,○小指もかかりホールド感はよい。
"",ホールド感,は良いが,ホールド感は勿論良いが、レンズのキャップを一々はずさないといけないのがめんどくさい。
"",ホールド感,が良いと,防水、耐衝撃の機能ゆえか、無駄なデッパリが少なく、ホールド感が良いとおもいます。
"",ホールド感,がありません,デザインはスッキリしていて好感が持てましたが、ホールド感がいまいちよくありません。
"",ホールド感,は良いと,ホールド感は、良いと思います。
"",ホールド感,も良好です,デザインは、以前持っていたL-1(というか、L-10の方が似ていますか)を思い出させるもので、ただそれよりコンパクトでホールド感も良好です。
"",ホールド感,もよく,ホールド感もよく、満足度としては、4しました。
"",ホールド感,でしました,手振れ補正とホールド感でE-510にしました。
"",ホールド感,も良いです,デジタル一眼としては極めて軽量にできていて、ホールド感も良いです。
"",ホールド感,の良い,何より2本のズームレンズ、ホールド感の良い本体含めてこの携帯性、性能、価格はコストパフォーマンスで満足しています。
"",ホールド感,もいいです,ホールド感も、女性の私には丁度いいです。
"",ホールド感,は良好です,この重量でグリップ付ですので、ホールド感は極めて良好です。
"",ホールド感,が良く,やはり、デザイン、携帯性、思ったよりホールド感が良く、他の一眼レフの凸凹ホールド感より好感が持てる。
"",ホールド感,も良いので,グリップもあるのでホールド感も良いのでいっそうブレには強いです。
"",ホールド感,は良いのですが,ホールド感は良いのですが、もう少しこのメーカーのカメラはデザインを何とかして欲しいと思うものが他にもありますね。
"",ホールド感,は悪いです,どのコンパクトにも言えますが、小型化と液晶の大型化でホールド感は悪いです。
"",ホールド感,と思います,ちょうど良いホールド感と思います。
"",ホールド感,は感じです,ホールド感は購入したての小さい本機に未だ慣れていない事も有り撮影時に落としそうで今時点では一寸怖い感じです。
"",ホールド感,もありません,デザイン、ホールド感も申し分ありません。
"",ホールド感,が良いです,・グリップとボディ背面の親指部分にラバーが貼ってあり、ホールド感が非常に良いです。
"",ホールド感,が良いです,掌へすっぽり収まり、とてもホールド感が良いです。
"",ホールド感,もありません,自分はかなり手が大きいのですが、ホールド感も問題ありません。
"",ホールド感,は抜群です,ホールド感は抜群です。
"",ホールド感,がすばらしい,なんと言ってもホールド感がすばらしい。
"",ホールド感,は気に入っています,ホールド感は気に入っています。
"",ホールド感,が悪いのは,ホールド感が悪いのは小型のためやむを得ないでしょう。
"",ホールド感,もします,ホールド感もしっくりします。
"",ホールド感,も撮る,D80と比べるとボディがかなり重くズッシリきますが、ホールド感も良くそのお陰で写真を撮る時はあまり重さを感じません。
